-- No Theme --,-- Nici o tema --,module,Magento_Config
-- Please Select --,-- Selectati --,module,Magento_Backend
-- Please Select --,-- Selectati --,module,Magento_Catalog
-- Please select --,-- Selectati --,module,Magento_Catalog
-- Please Select --,-- Selectati --,module,Magento_Cms
-- Please Select --,-- Selectati --,module,Magento_Customer
A reversal has occurred on this transaction because you have given the customer a refund.,A avut loc o inversare la aceasta tranzactie deoarece i-ati facut clientului o restituire.,module,Magento_Paypal
A reversal has occurred on this transaction due to a chargeback by your customer.,A avut loc o inversare la aceasta tranzactie din cauza unei stornari efectuate de clientul dumneavoastra.,module,Magento_Paypal
A reversal has occurred on this transaction due to a complaint about the transaction from your customer.,A avut loc o inversare la aceasta tranzactie din cauza unei plangeri asupra tranzactiei de catre clientul dumneavoastra.,module,Magento_Paypal
A reversal has occurred on this transaction due to your customer triggering a money-back guarantee.,A avut loc o inversare la aceasta tranzactie din cauza declansarii unei garantii banii-înapoi de catre clientul dumneavoastra.,module,Magento_Paypal
A shipping selection is not applicable.,O selectie de livrare nu poate fi pusa în aplicare.,module,Magento_Multishipping
A token with consumer ID %1 does not exist,Un simbol ci I-d-ul de consumator %1 nu exista,module,Magento_Integration
A token with consumer ID 0 does not exist,Un simbol cu Id-ul de consumator 0 nu exista,module,Magento_Integration
A total of %1 record(s) have been deleted.,Un total de %1 registre au fost sterse.,module,Magento_Catalog
A total of %1 record(s) have been deleted.,Un total de %1 registre au fost sterse.,module,Magento_Cms
A total of %1 record(s) have been deleted.,Un total de %1 registre au fost sterse.,module,Magento_Review
A total of %1 record(s) have been disabled.,Un total de %1 registre au fost dezactivate.,module,Magento_Cms
A total of %1 record(s) have been enabled.,Un total de %1 registre au fost activate.,module,Magento_Cms
A total of %1 record(s) have been marked as Read.,Un total de %1 documente(e) au fost marcate ca Citite.,module,Magento_AdminNotification
A total of %1 record(s) have been updated.,Un total de %1 registre au fost actualizate.,module,Magento_Catalog
A total of %1 record(s) have been updated.,Un total de %1 registre au fost actualizate.,module,Magento_Review
A total of %1 record(s) were deleted.,Un total de %1 registre au fost sterse.,module,Magento_Customer
A total of %1 record(s) were updated.,Un total de %1 registre au fost actualizate.,module,Magento_Catalog
A total of %1 record(s) were updated.,Un total de %1 registre au fost actualizate.,module,Magento_Customer
A total of %1 record(s) were updated.,Un total de %1 au fost actualizate.,module,Magento_Newsletter
A user with the same user name or email already exists.,Un utilizator cu acelasi nume de utilizator sau email exista deja.,module,Magento_User
A wrong PayPal Express Checkout Token is specified.,Un simbol gresit Checkout Expres PayPal este specificat.,module,Magento_Paypal
"a,b,c","a,b,c",module,Magento_Braintree
Abandoned carts,Cosuri abandonate,module,Magento_Reports
Abandoned Carts,Cosuri abandonate,module,Magento_Reports
Ability for buyer to purchase without PayPal account.,Posibilitatea clientului de a achizitiona fara cont PayPal.,module,Magento_Paypal
About the calendar,Despre calendar,module,Magento_Backend
About the calendar,Despre calendar,module,Magento_Theme
About Your Invoice,Despre factura dumneavoastra,module,Magento_Sales
About Your Order,Despre comanda dumneavoastra,module,Magento_Sales
About Your Refund,Despre restituirea dumneavoastra,module,Magento_Sales
About Your Shipment,Despre livrarea dumneavoastra,module,Magento_Shipping
Accept Payment,Acceptare plata,module,Magento_Sales
Accept payments with a completely customizable checkout page.,Acceptati plati cu o pagina de checkout care poate fi personalizata complet.,module,Magento_Paypal
Accept payments with a PCI compliant checkout that keeps customers on your site.,Acceptati plati cu un checkout compatibil PCI care retine clientii pe site-ul dumneavoastra.,module,Magento_Paypal
Accept payments with a PCI-compliant checkout that keeps customers on your site.,Acceptati plati cu un checkout compatibil PCI care retine clientii pe site-ul dumneavoastra.,module,Magento_Paypal
Acceptance Mark,Marca de accept,module,Magento_Paypal
Acceptance Mark Image,Imagine marca de accept,module,Magento_Paypal
Accepted Currency,Moneda acceptata,module,Magento_Authorizenet
Access denied,Acces interzis.,module,Magento_Backend
Access Denied.,Acces interzis.,module,Magento_Backend
Access ID,ID de acces,module,Magento_Dhl
Access License Number,Numar licenta de acces,module,Magento_Ups
Access list,Lista de acces,module,Magento_PageCache
Access Token,Simbol de acces,module,Magento_Integration
Access token has been revoked,Simbolul de acces a fost revocat,module,Magento_Integration
Access Token Secret,Secret simbol de acces,module,Magento_Integration
Account already active,Cont deja activ.,module,Magento_Customer
Account Created in,Cont creat în,module,Magento_Customer
Account Created in:,Cont creat în:,module,Magento_Customer
Account Created on (%1):,Cont creat la (%1):,module,Magento_Customer
Account Created:,Cont creat:,module,Magento_Customer
Account Dashboard,Panou cont,module,Magento_Customer
Account ID,ID cont,module,Magento_Fedex
Account Information,Informatii cont,module,Magento_Backend
Account Information,Informatii cont,module,Magento_Customer
Account Information,Informatii cont,module,Magento_Sales
Account Information,Informatii cont,module,Magento_User
Account Number,Numar cont,module,Magento_Dhl
Account Number,Numar cont,module,Magento_GoogleAnalytics
Account Setting,Setari cont,module,Magento_Backend
Account Sharing Options,Optiuni partajare cont,module,Magento_Customer
Account Status,Status cont,module,Magento_User
"Account-to-Account Payment, initiated by PayPal","Plata Cont-la-Cont, initiatiata de PayPal",module,Magento_Paypal
ACH Deposit (Hold for Dispute or Other Investigation),Depozit ACH (Pastrati pentru Contestatii sau Alte Investigatii),module,Magento_Paypal
ACH Deposit (Reversal),Depozit ACH (Inversare),module,Magento_Paypal
ACH Funding for Funds Recovery from Account Balance,Finantare ACH pentru recuperarea fondurilor din bilantul contului,module,Magento_Paypal
ACH Withdrawal,Retragere ACH,module,Magento_Paypal
Action,Actiune,module,Magento_Backup
Action,Actiune,module,Magento_Catalog
Action,Actiune,module,Magento_Cms
Action,Actiune,module,Magento_Customer
Action,Actiune,module,Magento_Email
Action,Actiune,module,Magento_Newsletter
Action,Actiune,module,Magento_Reports
Action,Actiune,module,Magento_Review
Action,Actiune,module,Magento_Sales
Action,Actiune,module,Magento_Search
Action,Actiune,module,Magento_Shipping
Action,Actiune,module,Magento_Sitemap
Action,Actiune,module,Magento_Ui
Action,Actiune,module,Magento_UrlRewrite
Action,Actiune,module,Magento_Weee
Action,Actiune,module,Magento_Wishlist
Actions,Actiuni,module,Magento_AdminNotification
Actions,Actiuni,module,Magento_Backend
Actions,Actiuni,module,Magento_Braintree
Actions,Actiuni,module,Magento_Catalog
Actions,Actiuni,module,Magento_CatalogRule
Actions,Actiuni,module,Magento_ConfigurableProduct
Actions,Actiuni,module,Magento_Multishipping
Actions,Actiuni,module,Magento_Review
Actions,Actiuni,module,Magento_Sales
Actions,Actiuni,module,Magento_SalesRule
Activate,Activare,module,Magento_Integration
Active,Activ,module,Magento_CatalogRule
Active,Activ,module,Magento_Integration
Active,Activ,module,Magento_Paypal
Active,Activ,module,Magento_Review
Active,Activ,module,Magento_SalesRule
Active,Activ,module,Magento_User
Actual Price,Pret curent,module,Magento_Msrp
Adapter must be an instance of \Magento\ImportExport\Model\Import\AbstractSource,Adaptorul rebuie sa fie o versiune a \Magento\ImportExport\Model\Import\SursaAbstracta,module,Magento_ImportExport
Add,Adaugati,module,Magento_Config
Add,Adaugati,module,Magento_Rule
Add,Adaugare,module,Magento_Shipping
Add \Exception,Adaugare\Exceptie,module,Magento_Config
Add after,Adaugare dupa,module,Magento_Config
Add All to Cart,Adaugati Toate la Cos,module,Magento_Wishlist
Add another payment method to your existing solution or as a stand-alone option.,Adaugati o alta modalitate de plata la solutia existenta sau ca optiune de sine statatoare.,module,Magento_Paypal
Add Attribute,Adaugati atribut,module,Magento_Catalog
Add Attribute Set,Adaugati set atribute,module,Magento_Catalog
Add Block Names to Hints,Adaugati nume blocuri pentru indicii,module,Magento_Backend
"Add configurable attributes to the current Attribute Set (""%1"")","Adaugati atribute configurabile la setul de atribute curent (""%1"")",module,Magento_ConfigurableProduct
Add configurable attributes to the existing Attribute Set,Adaugati atribute configurabile la setul de atribute existent,module,Magento_ConfigurableProduct
Add configurable attributes to the new Attribute Set based on current,Adaugati atribute configurabile la noul setul de atribute bazat pe actualul,module,Magento_ConfigurableProduct
Add Credit Card,Adaugati card de credit,module,Magento_Braintree
Add Date,Adaugati data,module,Magento_Customer
Add Date,Adaugati data,module,Magento_Wishlist
Add Design Change,Adaugati modificare de design,module,Magento_Backend
Add gift options,Adaugati optiuni cadou,module,Magento_GiftMessage
Add gift options for Individual Items,Adauga optiuni de cadou pentru articolele individuale,module,Magento_GiftMessage
Add Gift Options for the Entire Order,Adaugati optiuni de cadou pentru întreaga comanda,module,Magento_GiftMessage
Add Group,Adaugati grupa,module,Magento_Catalog
Add Images into Sitemap,Adaugati imagini pe Harta site-ului,module,Magento_Sitemap
Add Invitee,Adauga invitat.,module,Magento_SendFriend
Add Layout Update,Adaugati actualizare aspect,module,Magento_Widget
Add links to your product files here.,Adaugati link-uri la fisierele produselor tale aici.,module,Magento_Downloadable
Add Locale,Adaugati regiune,module,Magento_Customer
Add Locale,Adaugati locala,module,Magento_Wishlist
Add Minimum Qty,Adaugare cantitate minima,module,Magento_CatalogInventory
Add New,Adaugati nou,module,Magento_Backend
Add New,Adaugati nou,module,Magento_Catalog
Add New ' .,Adauga nou ' .,module,Magento_Ui
Add New Address,Adaugati adresa noua,module,Magento_Customer
Add New Address,Adaugati adresa noua,module,Magento_Multishipping
Add New Address,Adaugare adresa noua,module,Magento_Sales
Add New Attribute,Adaugati atribut nou,module,Magento_Catalog
Add New Attribute Set,Adaugati set atribute nou,module,Magento_Catalog
Add New Block,Adaugati bloc nou,module,Magento_Cms
Add new card,Adaugati card nou,module,Magento_Braintree
Add New Class,Adaugati clasa noua,module,Magento_Tax
Add New Condition,Adaugare conditie noua,module,Magento_CheckoutAgreements
Add New Customer,Adaugati client nou,module,Magento_Customer
Add New Customer Group,Adaugati grup de clienti nou,module,Magento_Customer
Add New Group,Adaugati grupa noua,module,Magento_Catalog
Add New Image,Adauga imagine noua,module,Magento_Backend
Add New Images,Adaugati imagini noi,module,Magento_Catalog
Add New Integration,Adaugati integrare noua,module,Magento_Integration
Add New Link,Adaugati link nou,module,Magento_Downloadable
Add New Option,Adaugati optiune noua,module,Magento_Catalog
Add New Page,Adaugati pagina noua,module,Magento_Cms
Add New Rating,Adaugati Rating nou,module,Magento_Review
Add New Role,Adaugati rol nou,module,Magento_User
Add New Row,Adaugati rand nou,module,Magento_Catalog
Add New Rule,Adaugati regula noua,module,Magento_CatalogRule
Add New Rule,Adaugare regula noua,module,Magento_SalesRule
Add New Search Term,Adaugare termen de cautare nou,module,Magento_Search
Add New Tax Class,Adaugati clasa taxa noua,module,Magento_Tax
Add New Tax Rate,Adaugati rata de impozitare noua,module,Magento_Tax
Add New Tax Rule,Adaugati regula taxa noua,module,Magento_Tax
Add New Template,Adaugati sablon nou,module,Magento_Email
Add New Template,Adauga sablon nou,module,Magento_Newsletter
Add New URL Rewrite,Adaugare Rescriere URL noua,module,Magento_UrlRewrite
Add New User,Adaugati utilizator nou,module,Magento_User
Add New Variable,Adaugare Variabila noua,module,Magento_Variable
Add Option,Adaugati optiune,module,Magento_Catalog
Add Package,Adaugati colete,module,Magento_Shipping
Add PayPal as an additional payment method to your checkout page.,Adaugati PayPal ca modalitate suplimentara de plata la pagina dumneavoastra de checkout.,module,Magento_Paypal
Add Price,Adaugati pret,module,Magento_Catalog
Add Product,Adaugati produs,module,Magento_Catalog
Add product preview files here.,Adaugati fisiere de previzualizare produs aici.,module,Magento_Downloadable
Add Product To Websites,Adaugati produs la website-uri,module,Magento_Catalog
Add Products,Adaugati produse,module,Magento_Sales
Add Products Manually,Adaugati produse manual,module,Magento_ConfigurableProduct
Add Products to Group,Adaugati produse la grup,module,Magento_GroupedProduct
Add Products to New Option,Adaugati produse la Optiune Noua.,module,Magento_Bundle
Add Products to Option,Adaugati produse la Optiune,module,Magento_Bundle
"Add Products to Option ""%1""","Adaugati produse la Optiunea""%1""",module,Magento_Bundle
Add Products to Package,Adaugati produse la colet,module,Magento_Shipping
Add Root Category,Adaugati categorie de baza,module,Magento_Catalog
Add Rule,Adauga regula,module,Magento_Braintree
Add Secret Key to URLs,Adaugati cheie secreta la URL-uri,module,Magento_Backend
Add Selected Product(s) to Order,Adaugati produsele selectate la Comanda,module,Magento_Sales
Add Selected Product(s) to Package,Adaugati produsele selectate la colet,module,Magento_Shipping
Add Selected Products,Adaugati produsele selectate,module,Magento_Bundle
Add Selected Products,Adaugati produsele selectate,module,Magento_GroupedProduct
Add Sitemap,Adauga harta site,module,Magento_Sitemap
Add Store Code to Urls,Adaugati codul magazinului la URL-uri,module,Magento_Backend
Add Subcategory,Adaugati subcategorie,module,Magento_Catalog
Add Swatch,Adaugati mostra,module,Magento_Swatches
Add Tax,Adaugare taxe,module,Magento_Weee
Add to Cart,Adaugati în cos,module,Magento_Catalog
Add to Cart,Adaugati în cos,module,Magento_CatalogWidget
Add to Cart,adauga la cos,module,Magento_Msrp
Add to Cart,Adauga în cos,module,Magento_Reports
Add to Cart,Adauga în cos,module,Magento_Sales
Add to Cart,Adauga în cos,module,Magento_Wishlist
Add to Column Options,Adaugati la optiuni de coloana,module,Magento_Catalog
Add to Compare,Adaugati la comparare,module,Magento_Catalog
Add to Compare,Adaugati pentru comparare,module,Magento_CatalogWidget
Add to Compare,Adaugati pentru comparare,module,Magento_Reports
Add to Compare,Adaugati pentru comparare,module,Magento_Wishlist
Add To Order,Adaugati la comanda,module,Magento_Sales
Add to Queue,Adauga la sir,module,Magento_Newsletter
Add to Wish List,Adaugati la lista de dorinte,module,Magento_Catalog
Add to Wish List,Adaugati la lista de dorinte,module,Magento_CatalogWidget
Add to Wish List,Adaugati la Lista de dorinte,module,Magento_Reports
Add to Wish List,Adaugati la Lista de Dorinte,module,Magento_Wishlist
Add Tracking Number,Adaugare numar urmarire comanda.,module,Magento_Shipping
Add URL Rewrite,Adaugare Rescriere URL,module,Magento_UrlRewrite
Add URL Rewrite for a Category,Adaugati Rescrierea URL pentru o categorie,module,Magento_UrlRewrite
Add URL Rewrite for a Product,Adaugare Rescriere URL pentru un produs,module,Magento_UrlRewrite
Add URL Rewrite for CMS page,Adaugare Rescriere URL pentru pagina CMS,module,Magento_UrlRewrite
Add Video,Adauga videoclip,module,Magento_ProductVideo
Add video,Adauga videoclip,module,Magento_ProductVideo
Add Widget,Adaugare Widget,module,Magento_Widget
Add Your Review,Adaugati recenzia dumneavoastra,module,Magento_Review
Add/Update,Adaugati/Actualizati,module,Magento_ImportExport
Add/Update Complex Data,adaugati/actualizati Informatii complexe,module,Magento_ImportExport
Added,Adaugat,module,Magento_Email
Added,Adaugat,module,Magento_Newsletter
Additional Address Entries,Intrari adrese suplimentare,module,Magento_Customer
Additional Cache Management,Management cache suplimentar,module,Magento_Backend
Additional data,Informatii suplimentare,module,Magento_ImportExport
Additional Options,Optiuni suplimentare,module,Magento_Paypal
Additional Settings,Setari suplimentare,module,Magento_Backend
Address,Adresa,module,Magento_Braintree
Address,Adresa,module,Magento_Customer
Address,Adresa,module,Magento_Sales
Address %1 <span>of %2</span>,Adresa %1 <span>of %2</span>,module,Magento_Multishipping
Address Book,Agenda,module,Magento_Customer
Address Information,Informatii adresa,module,Magento_Customer
Address Information,Informatii adresa,module,Magento_Sales
Address Templates,sabloane adresa,module,Magento_Customer
Address Verification System Response,Raspuns sistem pentru verificare adresa,module,Magento_Paypal
Addresses,Adrese,module,Magento_Customer
Adjust final price to discount value,Ajustare pret final la valoarea reducerii,module,Magento_CatalogRule
Adjust final price to this percentage,Ajustare pret final la acest procentaj,module,Magento_CatalogRule
Adjustment Fee,Taxa ajustare,module,Magento_Sales
Adjustment Refund,Restituire ajustare,module,Magento_Sales
Admin,Administrator,module,Magento_Backend
